token_idx,layer_0_active_k,layer_1_active_k,layer_2_active_k,layer_3_active_k,layer_4_active_k,layer_5_active_k,layer_6_active_k,layer_7_active_k,layer_8_active_k,layer_9_active_k,layer_10_active_k,layer_11_active_k,layer_12_active_k,layer_13_active_k,layer_14_active_k,layer_15_active_k,total_active_experts,avg_active_experts_per_layer,expert_weight_demand_mib_no_kv
598,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
599,8,8,8,8,8,8,8,8,8,7,6,7,6,6,7,8,119,7.4375,401.625000
600,8,8,8,8,8,8,8,8,8,7,7,6,4,5,8,8,117,7.3125,394.875000
601,6,8,8,8,8,8,8,8,8,8,8,7,5,5,6,8,117,7.3125,394.875000
602,8,8,8,8,8,8,8,8,8,8,7,6,3,5,4,6,111,6.9375,374.625000
603,8,8,8,8,8,8,8,8,8,8,7,8,5,8,5,8,121,7.5625,408.375000
604,8,8,8,8,8,8,8,8,8,8,8,8,5,6,7,8,122,7.625,411.750000
605,8,8,8,8,8,8,8,8,8,6,5,6,5,4,8,8,114,7.125,384.750000
606,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,8,125,7.8125,421.875000
607,8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,8,123,7.6875,415.125000
608,8,8,8,8,8,8,8,8,8,8,8,8,7,6,7,8,124,7.75,418.500000
609,8,8,8,8,8,8,8,8,8,8,6,8,6,6,6,7,119,7.4375,401.625000
610,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,126,7.875,425.250000
611,8,8,8,8,8,8,8,8,8,8,8,8,7,6,8,7,124,7.75,418.500000
612,8,8,8,8,8,8,8,8,8,7,8,7,7,8,8,8,125,7.8125,421.875000
613,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,127,7.9375,428.625000
614,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,127,7.9375,428.625000
615,8,8,8,8,8,8,8,8,8,7,6,6,5,4,8,8,116,7.25,391.500000
616,8,8,8,8,8,8,8,8,8,8,8,7,7,8,7,8,125,7.8125,421.875000
617,8,8,8,8,8,8,8,8,8,7,7,8,4,6,6,8,118,7.375,398.250000
618,8,8,8,8,8,8,8,8,8,7,6,7,5,6,5,7,115,7.1875,388.125000
619,8,8,8,8,8,8,8,8,8,7,5,6,5,5,5,6,111,6.9375,374.625000
620,6,7,8,8,8,8,8,8,8,6,7,6,7,7,8,8,118,7.375,398.250000
621,8,8,8,8,8,8,8,8,8,7,5,5,5,6,5,8,113,7.0625,381.375000
622,8,8,8,8,8,8,8,8,7,6,3,3,3,2,4,4,96,6.0,324.000000
623,8,8,8,8,8,8,8,8,8,7,3,3,4,5,5,6,105,6.5625,354.375000
624,8,8,8,8,8,8,8,8,7,6,4,4,4,5,5,5,104,6.5,351.000000
625,8,8,8,8,8,8,8,8,8,8,8,8,6,6,7,8,123,7.6875,415.125000
626,8,8,8,8,8,8,8,8,8,8,7,7,5,8,7,8,122,7.625,411.750000
627,8,8,8,8,8,8,8,8,8,7,7,6,4,5,8,8,117,7.3125,394.875000
628,8,8,8,8,8,8,8,8,8,8,8,7,5,5,4,5,114,7.125,384.750000
629,8,8,8,8,8,8,8,8,8,6,6,7,4,5,5,7,112,7.0,378.000000
630,8,8,8,8,8,8,8,8,8,6,6,6,6,5,7,8,116,7.25,391.500000
631,8,8,8,8,8,8,8,8,8,8,7,7,6,7,6,8,121,7.5625,408.375000
632,8,8,8,8,8,8,8,8,8,8,7,6,5,6,7,8,119,7.4375,401.625000
633,8,8,8,8,8,8,8,8,8,8,6,8,7,6,7,7,121,7.5625,408.375000
634,6,8,8,8,8,8,8,8,8,6,7,6,7,6,7,8,117,7.3125,394.875000
635,8,8,8,8,8,8,8,8,8,8,8,8,6,7,6,7,122,7.625,411.750000
636,8,8,8,8,8,8,8,8,8,6,7,8,6,5,5,6,115,7.1875,388.125000
637,8,8,8,8,8,8,8,8,8,8,8,8,5,5,7,6,119,7.4375,401.625000
638,8,8,8,8,8,8,8,8,8,8,8,7,6,6,7,7,121,7.5625,408.375000
639,8,8,8,8,8,8,8,8,8,6,6,7,5,5,8,8,117,7.3125,394.875000
640,8,8,8,8,8,8,8,8,8,7,7,7,7,7,8,8,123,7.6875,415.125000
641,8,8,8,8,8,8,8,8,8,8,8,8,5,7,7,8,123,7.6875,415.125000
642,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
643,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,125,7.8125,421.875000
644,8,8,8,8,8,8,8,8,8,7,7,7,5,5,8,8,119,7.4375,401.625000
645,8,8,8,8,8,8,8,8,8,7,8,8,8,7,7,8,125,7.8125,421.875000
646,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,126,7.875,425.250000
647,8,8,8,8,8,8,8,8,8,8,7,7,5,7,7,8,121,7.5625,408.375000
648,8,8,8,8,8,8,8,8,8,6,6,6,4,8,8,8,118,7.375,398.250000
649,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,125,7.8125,421.875000
650,8,8,8,8,8,8,8,8,8,6,6,5,4,4,8,8,113,7.0625,381.375000
651,8,8,8,8,8,8,8,8,8,8,8,7,5,5,6,8,119,7.4375,401.625000
652,8,8,8,8,8,8,8,8,8,7,6,6,3,5,5,6,110,6.875,371.250000
653,8,8,8,8,8,8,8,8,8,7,6,6,3,4,5,5,108,6.75,364.500000
654,7,8,8,8,8,8,8,8,8,7,6,7,5,6,5,7,114,7.125,384.750000
655,8,8,8,8,8,8,7,8,8,8,6,6,5,5,5,7,113,7.0625,381.375000
656,8,8,8,8,8,8,8,8,8,8,6,8,5,5,6,5,115,7.1875,388.125000
657,5,8,8,8,8,8,8,7,8,6,5,6,7,8,7,8,115,7.1875,388.125000
658,8,8,8,8,8,8,8,8,7,7,7,7,6,5,8,8,119,7.4375,401.625000
659,8,8,8,8,8,8,8,8,8,8,7,6,4,4,5,5,111,6.9375,374.625000
660,8,8,8,8,8,8,8,8,8,8,7,7,6,7,6,8,121,7.5625,408.375000
661,8,8,8,8,8,8,8,7,8,6,4,4,5,3,3,2,98,6.125,330.750000
662,8,8,8,8,8,8,8,8,8,6,6,7,7,8,7,8,121,7.5625,408.375000
663,8,8,8,8,8,8,8,8,8,8,8,8,6,7,8,8,125,7.8125,421.875000
664,8,8,8,8,8,8,8,8,8,7,5,6,6,8,8,7,119,7.4375,401.625000
665,8,8,8,8,8,8,8,8,8,8,6,7,7,8,6,8,122,7.625,411.750000
666,8,8,8,8,8,8,8,8,8,7,6,7,5,6,6,8,117,7.3125,394.875000
667,8,8,8,8,8,8,8,8,8,5,5,5,4,5,8,8,112,7.0,378.000000
668,8,8,8,8,8,8,8,8,8,8,8,6,5,8,6,8,121,7.5625,408.375000
669,8,8,8,8,8,8,8,8,8,7,7,7,6,7,6,8,120,7.5,405.000000
670,8,8,8,8,8,8,8,8,8,8,7,7,7,8,8,8,125,7.8125,421.875000
671,8,8,8,8,8,8,8,8,8,8,8,8,7,8,7,8,126,7.875,425.250000
672,6,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,125,7.8125,421.875000
673,8,8,8,8,8,8,8,8,8,7,6,5,5,5,5,8,113,7.0625,381.375000
674,8,8,8,8,8,8,8,8,8,6,3,3,3,2,5,5,99,6.1875,334.125000
675,8,8,8,8,8,8,8,8,8,8,4,3,4,3,5,5,104,6.5,351.000000
676,8,8,8,8,8,8,8,8,8,7,5,5,4,7,5,6,111,6.9375,374.625000
677,8,8,8,8,8,8,8,8,8,8,8,7,6,7,7,8,123,7.6875,415.125000
678,8,8,8,8,8,8,8,8,8,8,7,8,6,8,8,8,125,7.8125,421.875000
679,8,8,8,8,8,8,8,8,8,6,8,6,4,5,8,8,117,7.3125,394.875000
680,8,8,8,8,8,8,8,8,8,8,8,8,5,5,4,5,115,7.1875,388.125000
681,8,8,8,8,8,8,8,8,8,7,7,8,4,5,5,6,114,7.125,384.750000
682,8,8,8,8,8,8,8,8,8,6,7,6,4,5,5,6,111,6.9375,374.625000
683,8,8,8,8,8,8,8,8,8,7,6,6,5,6,7,7,116,7.25,391.500000
684,8,8,8,8,8,8,8,8,8,6,6,6,5,7,6,8,116,7.25,391.500000
685,8,8,8,8,8,8,8,8,8,7,6,4,4,5,7,8,113,7.0625,381.375000
686,8,8,8,8,8,8,8,8,8,6,6,5,4,6,8,8,115,7.1875,388.125000
687,8,8,8,8,8,8,8,8,8,8,8,7,5,7,8,8,123,7.6875,415.125000
688,8,8,8,8,8,8,8,8,6,6,5,6,5,8,8,8,116,7.25,391.500000
689,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,8,122,7.625,411.750000
690,8,8,8,8,8,8,8,8,8,8,7,6,5,4,5,8,115,7.1875,388.125000
691,8,8,8,8,8,8,8,8,8,8,5,5,4,5,5,6,110,6.875,371.250000
692,8,8,8,8,8,8,8,8,8,8,8,7,6,8,7,8,124,7.75,418.500000
693,8,8,8,8,8,8,8,8,8,8,5,6,5,5,5,6,112,7.0,378.000000
694,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,8,120,7.5,405.000000
695,8,8,8,8,8,8,8,8,8,8,6,7,5,6,6,7,117,7.3125,394.875000
696,8,8,8,8,8,8,8,7,8,8,7,7,5,6,6,7,117,7.3125,394.875000
697,8,8,8,8,8,8,8,8,8,8,6,6,4,6,4,5,111,6.9375,374.625000
698,8,8,8,8,8,8,8,8,8,8,6,6,7,8,7,8,122,7.625,411.750000
699,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,127,7.9375,428.625000
700,8,8,8,8,8,8,8,8,8,7,6,7,6,6,5,8,117,7.3125,394.875000
701,8,8,8,8,8,8,8,8,8,6,6,6,4,8,8,8,118,7.375,398.250000
702,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,125,7.8125,421.875000
703,7,8,8,8,8,8,8,8,8,7,6,5,5,4,4,6,108,6.75,364.500000
704,8,8,8,8,8,8,8,8,8,7,7,8,7,6,8,8,123,7.6875,415.125000
705,8,8,8,8,8,8,8,8,8,7,7,7,5,7,7,8,120,7.5,405.000000
706,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,125,7.8125,421.875000
707,6,8,8,8,8,8,8,8,8,7,7,7,6,4,7,8,116,7.25,391.500000
708,8,8,8,8,8,8,8,8,8,7,7,5,5,8,8,8,120,7.5,405.000000
709,8,8,8,8,3,8,8,8,8,6,6,5,5,5,8,8,110,6.875,371.250000
710,8,8,8,8,8,8,8,8,8,8,8,8,7,4,6,8,121,7.5625,408.375000
711,8,8,8,8,8,8,8,8,8,8,6,7,4,4,4,6,111,6.9375,374.625000
712,8,8,8,8,8,8,8,8,8,6,8,8,7,8,8,8,125,7.8125,421.875000
713,8,8,8,8,8,8,8,8,8,8,8,8,5,5,6,6,118,7.375,398.250000
714,8,8,8,8,8,8,8,8,8,7,7,6,8,7,6,8,121,7.5625,408.375000
715,8,8,8,8,8,8,8,8,8,8,5,6,6,4,7,7,115,7.1875,388.125000
716,6,8,8,8,8,8,8,7,7,6,6,7,7,7,6,8,115,7.1875,388.125000
717,8,8,8,8,8,8,8,8,8,8,7,8,7,6,5,8,121,7.5625,408.375000
718,8,8,8,8,8,8,8,7,6,7,7,6,8,8,7,8,120,7.5,405.000000
719,8,8,8,8,8,8,8,8,8,8,7,8,8,7,6,8,124,7.75,418.500000
720,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,124,7.75,418.500000
721,8,8,8,8,8,8,8,8,8,8,6,6,7,6,7,7,119,7.4375,401.625000
722,8,8,8,8,8,8,8,8,8,7,7,7,7,8,6,8,122,7.625,411.750000
723,8,8,8,8,8,8,8,8,8,8,7,5,5,7,5,5,114,7.125,384.750000
724,8,8,8,8,8,8,8,8,8,7,7,7,5,4,4,5,111,6.9375,374.625000
725,8,6,8,8,8,8,8,8,8,8,7,8,8,8,8,8,125,7.8125,421.875000
726,8,8,8,8,8,8,8,8,8,8,8,8,6,7,6,5,120,7.5,405.000000
727,8,8,8,8,8,8,8,8,8,7,7,8,7,3,6,7,117,7.3125,394.875000
728,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,127,7.9375,428.625000
729,8,8,8,8,8,8,8,8,8,7,6,4,4,5,6,8,112,7.0,378.000000
730,8,8,8,8,8,8,8,8,8,2,1,1,1,1,1,8,87,5.4375,293.625000
731,8,8,8,8,8,8,8,8,8,8,3,2,3,4,5,5,102,6.375,344.250000
732,8,8,8,8,8,8,8,8,8,7,5,5,4,7,5,6,111,6.9375,374.625000
733,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,8,125,7.8125,421.875000
734,8,8,8,8,8,8,8,8,8,8,7,8,6,8,7,8,124,7.75,418.500000
735,8,8,8,8,8,8,8,8,8,7,7,6,4,5,8,8,117,7.3125,394.875000
736,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,116,7.25,391.500000
737,8,8,8,8,8,8,8,8,8,7,8,8,5,5,5,6,116,7.25,391.500000
738,8,8,8,8,8,8,8,8,8,7,7,7,4,4,5,6,112,7.0,378.000000
739,8,8,8,8,8,8,8,8,8,7,7,6,5,5,7,8,117,7.3125,394.875000
740,8,8,8,8,8,8,8,8,8,8,7,6,6,7,8,8,122,7.625,411.750000
741,8,8,8,8,8,8,8,8,8,8,6,7,6,7,8,8,122,7.625,411.750000
742,7,8,8,8,8,8,8,8,8,6,6,7,5,6,7,8,116,7.25,391.500000
743,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,126,7.875,425.250000
744,8,8,8,8,8,8,8,8,8,7,7,6,6,8,7,8,121,7.5625,408.375000
745,8,8,8,8,8,8,8,8,8,7,8,4,4,5,8,8,116,7.25,391.500000
746,8,8,8,8,8,8,8,8,8,8,7,7,5,8,8,8,123,7.6875,415.125000
747,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,8,124,7.75,418.500000
748,8,8,8,8,8,8,8,8,7,6,6,7,8,7,8,8,121,7.5625,408.375000
749,8,8,8,8,8,8,8,8,8,8,7,7,7,8,8,8,125,7.8125,421.875000
750,8,8,8,8,8,8,8,8,8,8,7,6,5,4,5,7,114,7.125,384.750000
751,8,8,8,8,8,8,8,8,8,8,6,6,4,5,5,5,111,6.9375,374.625000
752,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,8,120,7.5,405.000000
753,8,8,8,8,8,8,8,8,8,8,8,8,7,8,7,7,125,7.8125,421.875000
754,8,8,8,8,8,8,8,8,8,8,6,7,7,6,5,6,117,7.3125,394.875000
755,8,8,8,8,8,8,8,8,8,8,5,6,6,6,6,7,116,7.25,391.500000
756,6,7,8,8,8,8,8,8,8,7,8,7,8,7,8,8,122,7.625,411.750000
757,8,8,8,8,8,8,8,8,8,7,7,8,8,6,7,8,123,7.6875,415.125000
758,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
759,8,8,8,8,8,8,8,8,8,8,6,7,6,7,8,8,122,7.625,411.750000
760,6,8,8,8,8,8,8,8,8,8,6,6,7,7,7,8,119,7.4375,401.625000
761,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,8,125,7.8125,421.875000
762,8,8,8,8,8,8,8,8,8,8,8,6,4,6,7,4,115,7.1875,388.125000
763,8,8,8,8,8,8,8,8,8,8,8,6,5,5,5,5,114,7.125,384.750000
764,8,8,8,8,8,8,8,8,8,7,8,7,7,7,7,8,123,7.6875,415.125000
765,8,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,122,7.625,411.750000
766,8,8,8,8,8,8,8,8,8,7,7,8,6,7,8,8,123,7.6875,415.125000
767,8,8,8,8,8,8,8,8,8,7,6,7,7,4,6,8,117,7.3125,394.875000
768,8,8,8,8,8,8,8,8,8,8,8,8,5,5,7,5,118,7.375,398.250000
769,8,8,8,8,8,8,8,8,8,7,7,7,8,8,6,8,123,7.6875,415.125000
770,8,8,8,8,8,8,8,8,8,8,6,5,5,6,7,8,117,7.3125,394.875000
771,8,8,8,8,8,8,8,8,8,8,7,8,7,6,8,7,123,7.6875,415.125000
772,5,8,8,8,8,8,8,8,8,7,8,6,7,8,8,8,121,7.5625,408.375000
773,8,8,8,8,8,8,8,8,8,8,6,5,4,5,6,8,114,7.125,384.750000
774,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,6,84,5.25,283.500000
775,8,8,8,8,8,8,8,8,8,7,4,3,4,4,5,5,104,6.5,351.000000
776,8,8,8,8,8,8,8,8,8,7,6,5,5,8,6,6,115,7.1875,388.125000
777,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7,8,125,7.8125,421.875000
778,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,126,7.875,425.250000
779,8,8,8,8,8,8,8,8,8,7,8,6,4,5,8,8,118,7.375,398.250000
780,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,116,7.25,391.500000
781,8,8,8,8,8,8,8,8,8,8,8,8,6,5,6,6,119,7.4375,401.625000
782,8,8,8,8,8,8,8,8,8,8,8,7,6,7,8,8,124,7.75,418.500000
783,8,8,8,8,8,8,8,8,8,8,8,8,7,6,7,6,122,7.625,411.750000
784,8,8,8,8,8,8,8,8,8,8,5,6,6,5,8,8,118,7.375,398.250000
785,8,7,7,8,8,8,8,8,8,7,6,7,7,6,7,7,117,7.3125,394.875000
786,8,7,8,8,8,8,8,8,8,8,8,6,6,8,8,8,123,7.6875,415.125000
787,8,8,8,8,8,8,8,8,8,8,8,8,7,6,8,8,125,7.8125,421.875000
788,8,8,8,8,8,8,8,8,8,8,8,8,7,6,7,8,124,7.75,418.500000
789,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,126,7.875,425.250000
790,8,8,8,8,8,8,8,8,8,7,7,6,7,7,8,8,122,7.625,411.750000
791,8,8,8,8,8,8,8,8,8,8,7,7,5,7,8,8,122,7.625,411.750000
792,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,127,7.9375,428.625000
793,8,8,8,8,8,8,8,8,8,8,7,7,6,5,8,8,121,7.5625,408.375000
794,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,126,7.875,425.250000
795,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,8,121,7.5625,408.375000
796,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,126,7.875,425.250000
797,8,8,8,8,8,8,8,8,8,8,7,8,8,7,7,8,125,7.8125,421.875000
798,8,8,8,8,8,8,8,8,8,8,6,8,7,8,7,8,124,7.75,418.500000
799,6,8,8,8,8,8,8,8,8,7,7,7,7,8,8,8,122,7.625,411.750000
800,8,8,8,8,8,8,8,8,8,8,7,6,5,5,5,8,116,7.25,391.500000
801,8,8,8,8,8,8,8,8,8,8,6,6,5,4,4,5,110,6.875,371.250000
802,8,8,8,8,8,8,8,8,8,7,6,7,7,8,8,8,123,7.6875,415.125000
803,8,8,8,8,8,8,8,8,8,7,6,6,4,4,8,8,115,7.1875,388.125000
804,8,8,8,8,8,8,8,8,8,8,7,7,8,6,8,8,124,7.75,418.500000
805,8,8,8,8,8,8,8,8,8,7,6,7,7,7,7,8,121,7.5625,408.375000
806,8,8,8,8,8,8,8,8,8,8,8,6,5,5,8,8,120,7.5,405.000000
807,6,8,8,8,8,8,8,8,8,8,8,8,6,6,7,8,121,7.5625,408.375000
808,8,8,8,8,8,8,8,8,8,8,7,6,4,5,5,5,112,7.0,378.000000
809,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,127,7.9375,428.625000
810,8,8,8,8,8,8,8,8,8,8,7,8,6,5,6,7,119,7.4375,401.625000
811,8,8,8,8,8,8,8,8,8,8,7,8,5,5,7,6,118,7.375,398.250000
812,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,127,7.9375,428.625000
813,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,7,123,7.6875,415.125000
814,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,127,7.9375,428.625000
815,8,8,8,8,8,8,8,8,8,8,6,8,8,6,6,6,120,7.5,405.000000
816,8,8,8,8,8,8,8,8,8,8,6,8,8,7,8,8,125,7.8125,421.875000
817,8,8,8,8,8,8,8,8,8,8,8,6,6,7,8,8,123,7.6875,415.125000
818,8,8,8,8,8,8,8,8,8,8,7,6,6,6,7,8,120,7.5,405.000000
819,8,8,8,8,8,8,8,8,8,8,8,6,5,8,8,8,123,7.6875,415.125000
820,8,8,8,8,2,8,8,8,8,6,6,5,5,4,8,8,108,6.75,364.500000
821,8,8,8,8,8,8,8,8,8,8,7,6,6,6,8,8,121,7.5625,408.375000
822,8,8,8,8,8,8,8,8,8,8,7,7,8,8,5,8,123,7.6875,415.125000
823,8,8,8,8,8,8,8,8,8,8,8,7,5,7,6,7,120,7.5,405.000000
824,8,8,8,8,8,8,8,8,8,7,8,8,5,6,5,5,116,7.25,391.500000
825,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,127,7.9375,428.625000
826,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
827,8,8,8,8,8,8,8,8,8,8,7,7,6,5,8,8,121,7.5625,408.375000
828,7,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,126,7.875,425.250000
829,8,8,8,8,8,8,8,8,8,8,8,8,5,6,7,7,121,7.5625,408.375000
830,8,8,8,8,8,8,8,8,8,6,6,5,5,5,8,8,115,7.1875,388.125000
831,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,127,7.9375,428.625000
832,8,8,8,8,8,8,8,8,8,8,6,4,4,6,6,8,114,7.125,384.750000
833,8,8,8,8,8,8,8,8,6,6,3,3,2,2,5,5,96,6.0,324.000000
834,8,8,8,8,8,8,8,8,8,8,3,3,4,4,5,6,105,6.5625,354.375000
835,8,8,8,8,8,8,8,8,8,7,5,6,5,8,6,6,115,7.1875,388.125000
836,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,126,7.875,425.250000
837,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,126,7.875,425.250000
838,8,8,8,8,8,8,8,8,8,8,8,6,4,5,8,8,119,7.4375,401.625000
839,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,116,7.25,391.500000
840,8,8,8,8,8,8,8,8,8,7,7,5,5,8,8,8,120,7.5,405.000000
841,7,8,8,8,8,8,8,8,8,8,7,8,4,5,5,5,113,7.0625,381.375000
842,8,8,8,8,8,8,8,8,8,6,7,8,6,8,7,8,122,7.625,411.750000
843,8,8,8,8,8,8,8,8,8,5,6,7,5,5,8,8,116,7.25,391.500000
844,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,8,126,7.875,425.250000
845,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,127,7.9375,428.625000
846,8,8,8,8,8,8,8,8,8,7,8,8,5,6,6,6,118,7.375,398.250000
847,8,7,8,8,8,8,8,8,8,8,8,8,7,8,8,8,126,7.875,425.250000
848,8,8,8,8,8,8,8,8,8,8,8,6,5,8,7,8,122,7.625,411.750000
849,8,8,8,8,8,8,8,8,8,8,7,7,6,6,7,7,120,7.5,405.000000
850,8,8,8,8,8,8,8,8,7,6,5,6,4,4,6,7,109,6.8125,367.875000
851,8,8,8,8,8,8,8,8,8,6,7,8,8,6,7,8,122,7.625,411.750000
852,8,8,8,8,8,8,8,8,7,7,6,6,5,4,6,8,113,7.0625,381.375000
853,6,8,8,8,8,8,8,7,8,8,8,8,7,5,8,8,121,7.5625,408.375000
854,8,8,8,8,8,8,8,8,8,8,8,8,7,6,5,7,121,7.5625,408.375000
855,8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,7,122,7.625,411.750000
856,8,8,8,8,8,8,8,8,8,8,6,6,5,5,7,4,113,7.0625,381.375000
857,7,8,8,8,8,8,8,8,8,7,8,6,6,6,7,8,119,7.4375,401.625000
858,8,8,8,8,8,8,8,8,8,8,6,8,8,7,8,8,125,7.8125,421.875000
859,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,7,125,7.8125,421.875000
860,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,126,7.875,425.250000
861,8,8,8,8,8,8,8,8,8,8,7,6,7,8,8,8,124,7.75,418.500000
862,8,8,8,8,8,8,8,8,8,7,8,6,5,5,8,8,119,7.4375,401.625000
863,6,8,8,8,8,8,8,8,8,8,8,7,6,5,7,7,118,7.375,398.250000
864,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,127,7.9375,428.625000
865,8,8,8,8,8,8,8,8,8,8,8,8,8,6,7,6,123,7.6875,415.125000
866,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,8,118,7.375,398.250000
867,8,8,8,8,8,8,8,8,8,8,7,5,7,8,8,8,123,7.6875,415.125000
868,8,8,8,8,8,8,8,8,8,8,7,7,5,8,8,8,123,7.6875,415.125000
869,8,8,8,8,8,8,8,8,8,8,7,7,5,5,8,8,120,7.5,405.000000
870,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,126,7.875,425.250000
871,8,8,8,8,8,8,8,8,8,8,8,7,6,7,7,8,123,7.6875,415.125000
872,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,127,7.9375,428.625000
873,8,8,8,8,8,8,8,8,8,7,7,7,8,6,8,8,123,7.6875,415.125000
874,8,8,8,8,8,8,8,8,8,8,8,8,6,7,6,8,123,7.6875,415.125000
875,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
876,8,8,8,8,8,8,8,8,8,8,7,7,5,7,7,8,121,7.5625,408.375000
877,8,8,8,8,8,8,8,8,8,8,7,7,5,5,8,8,120,7.5,405.000000
878,8,8,8,8,8,8,8,8,8,8,6,6,6,5,6,7,116,7.25,391.500000
879,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,127,7.9375,428.625000
880,8,8,8,8,8,8,8,8,8,8,6,5,5,6,6,8,116,7.25,391.500000
881,8,8,8,8,8,8,8,8,7,7,3,3,3,3,5,5,100,6.25,337.500000
882,8,8,8,8,8,8,8,8,8,8,4,3,4,5,5,6,107,6.6875,361.125000
883,8,8,8,8,8,8,8,8,8,7,6,6,5,8,6,6,116,7.25,391.500000
884,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,127,7.9375,428.625000
885,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,126,7.875,425.250000
886,8,8,8,8,8,8,8,8,8,7,8,6,4,5,8,8,118,7.375,398.250000
887,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,116,7.25,391.500000
888,8,8,8,8,8,8,8,8,8,8,8,8,5,5,6,6,118,7.375,398.250000
889,8,8,8,8,8,8,8,8,8,8,8,7,5,5,3,2,110,6.875,371.250000
890,7,8,8,8,8,8,8,8,8,8,8,8,7,6,8,8,124,7.75,418.500000
891,8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,6,121,7.5625,408.375000
892,8,8,8,8,8,8,8,8,8,8,7,7,7,7,8,8,124,7.75,418.500000
893,8,8,8,8,8,8,8,8,8,8,7,8,7,6,5,6,119,7.4375,401.625000
894,8,8,8,8,8,8,8,8,8,8,7,6,6,8,8,8,123,7.6875,415.125000
895,8,8,8,8,8,8,8,8,8,8,8,8,6,6,7,7,122,7.625,411.750000
896,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,126,7.875,425.250000
897,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
898,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,127,7.9375,428.625000
899,8,8,8,8,8,8,8,8,8,8,8,8,6,7,7,7,123,7.6875,415.125000
900,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,128,8.0,432.000000
