seq,graph_id,weight,budget_mib,capacity,expert_ids
2364,109815,blk.11.ffn_gate_exps.weight,7751,44,43;9;55;56
2365,109861,blk.12.ffn_gate_exps.weight,7751,44,20;21;5;24
2366,109907,blk.13.ffn_gate_exps.weight,7751,44,10;39;0;1
2367,109953,blk.14.ffn_gate_exps.weight,7751,44,46;43;52;12
2368,110000,blk.15.ffn_gate_exps.weight,7751,44,58;29;59;4
2369,110046,blk.16.ffn_gate_exps.weight,7751,44,3;45;57;39
2370,110092,blk.17.ffn_gate_exps.weight,7751,44,38;49;8;24
2371,110138,blk.18.ffn_gate_exps.weight,7751,44,4;6;2;35
2372,110184,blk.19.ffn_gate_exps.weight,7751,44,58;14;44;5
2373,110230,blk.20.ffn_gate_exps.weight,7751,44,26;36;59;53
2374,110276,blk.21.ffn_gate_exps.weight,7751,44,23;39;43;40
2375,110322,blk.22.ffn_gate_exps.weight,7751,44,6;55;1;38
2376,110370,blk.23.ffn_gate_exps.weight,7751,44,58;38;18;33
2377,110421,blk.0.ffn_gate_exps.weight,7751,44,50;23;49;29
2378,110469,blk.1.ffn_gate_exps.weight,7751,44,26;51;27;13
2379,110516,blk.2.ffn_gate_exps.weight,7751,44,18;23;59;28
2380,110562,blk.3.ffn_gate_exps.weight,7751,44,20;18;46;10
2381,110608,blk.4.ffn_gate_exps.weight,7751,44,11;13;36;18
2382,110654,blk.5.ffn_gate_exps.weight,7751,44,51;42;32;50
2383,110700,blk.6.ffn_gate_exps.weight,7751,44,27;24;57;15
2384,110746,blk.7.ffn_gate_exps.weight,7751,44,52;8;47;25
2385,110792,blk.8.ffn_gate_exps.weight,7751,44,11;26;27;6
2386,110838,blk.9.ffn_gate_exps.weight,7751,44,27;32;36;16
2387,110884,blk.10.ffn_gate_exps.weight,7751,44,51;52;4;49
2388,110930,blk.11.ffn_gate_exps.weight,7751,44,28;11;39;17
2389,110976,blk.12.ffn_gate_exps.weight,7751,44,40;58;24;3
2390,111022,blk.13.ffn_gate_exps.weight,7751,44,55;34;10;58
2391,111068,blk.14.ffn_gate_exps.weight,7751,44,8;9;41;43
2392,111115,blk.15.ffn_gate_exps.weight,7751,44,17;50;30;4
2393,111161,blk.16.ffn_gate_exps.weight,7751,44,30;53;7;36
2394,111207,blk.17.ffn_gate_exps.weight,7751,44,25;19;17;16
2395,111253,blk.18.ffn_gate_exps.weight,7751,44,32;24;14;55
2396,111299,blk.19.ffn_gate_exps.weight,7751,44,49;25;33;47
2397,111345,blk.20.ffn_gate_exps.weight,7751,44,2;18;5;23
2398,111391,blk.21.ffn_gate_exps.weight,7751,44,19;35;9;8
2399,111437,blk.22.ffn_gate_exps.weight,7751,44,19;11;56;8
2400,111485,blk.23.ffn_gate_exps.weight,7751,44,44;33;36;38
2401,111536,blk.0.ffn_gate_exps.weight,7751,44,8;18;44;5
2402,111584,blk.1.ffn_gate_exps.weight,7751,44,34;0;25;33
2403,111631,blk.2.ffn_gate_exps.weight,7751,44,25;18;58;20
2404,111677,blk.3.ffn_gate_exps.weight,7751,44,44;5;18;39
2405,111723,blk.4.ffn_gate_exps.weight,7751,44,21;13;20;9
2406,111769,blk.5.ffn_gate_exps.weight,7751,44,11;22;4;39
2407,111815,blk.6.ffn_gate_exps.weight,7751,44,6;53;57;5
2408,111861,blk.7.ffn_gate_exps.weight,7751,44,35;4;39;48
2409,111907,blk.8.ffn_gate_exps.weight,7751,44,6;39;33;56
2410,111953,blk.9.ffn_gate_exps.weight,7750,44,13;32;44;4
2411,111999,blk.10.ffn_gate_exps.weight,7750,44,59;7;3;9
2412,112045,blk.11.ffn_gate_exps.weight,7750,44,7;17;14;59
2413,112091,blk.12.ffn_gate_exps.weight,7750,44,51;12;10;47
2414,112137,blk.13.ffn_gate_exps.weight,7750,44,41;47;46;25
2415,112183,blk.14.ffn_gate_exps.weight,7750,44,49;56;6;19
2416,112230,blk.15.ffn_gate_exps.weight,7750,44,54;32;18;38
2417,112276,blk.16.ffn_gate_exps.weight,7750,44,9;17;56;4
2418,112322,blk.17.ffn_gate_exps.weight,7750,44,46;33;41;44
2419,112368,blk.18.ffn_gate_exps.weight,7750,44,30;45;22;37
2420,112414,blk.19.ffn_gate_exps.weight,7750,44,13;1;51;32
2421,112460,blk.20.ffn_gate_exps.weight,7750,44,24;37;44;54
2422,112506,blk.21.ffn_gate_exps.weight,7750,44,50;26;42;53
2423,112552,blk.22.ffn_gate_exps.weight,7750,44,21;4;2;32
2424,112600,blk.23.ffn_gate_exps.weight,7750,44,4;46;50;56
2425,112651,blk.0.ffn_gate_exps.weight,7750,44,43;13;36;11
2426,112699,blk.1.ffn_gate_exps.weight,7750,44,36;30;44;18
2427,112746,blk.2.ffn_gate_exps.weight,7750,44,56;37;32;41
2428,112792,blk.3.ffn_gate_exps.weight,7750,44,3;32;45;15
2429,112838,blk.4.ffn_gate_exps.weight,7750,44,13;43;48;55
2430,112884,blk.5.ffn_gate_exps.weight,7750,44,12;33;45;14
2431,112930,blk.6.ffn_gate_exps.weight,7750,44,9;33;34;32
2432,112976,blk.7.ffn_gate_exps.weight,7750,44,58;53;19;20
2433,113022,blk.8.ffn_gate_exps.weight,7750,44,50;52;58;30
2434,113068,blk.9.ffn_gate_exps.weight,7750,44,32;3;58;48
2435,113114,blk.10.ffn_gate_exps.weight,7753,44,23;59;57;19
2436,113160,blk.11.ffn_gate_exps.weight,7753,44,44;17;55;39
2437,113206,blk.12.ffn_gate_exps.weight,7753,44,17;18;47;24
2438,113252,blk.13.ffn_gate_exps.weight,7759,44,46;25;47;41
2439,113298,blk.14.ffn_gate_exps.weight,7759,44,53;34;49;47
2440,113345,blk.15.ffn_gate_exps.weight,7759,44,8;20;24;57
2441,113391,blk.16.ffn_gate_exps.weight,7765,44,2;8;17;31
2442,113437,blk.17.ffn_gate_exps.weight,7765,44,4;11;41;8
2443,113483,blk.18.ffn_gate_exps.weight,7765,44,10;47;22;27
2444,113529,blk.19.ffn_gate_exps.weight,7765,44,48;29;39;15
2445,113575,blk.20.ffn_gate_exps.weight,7771,44,46;13;19;14
2446,113621,blk.21.ffn_gate_exps.weight,7771,44,15;13;53;46
2447,113667,blk.22.ffn_gate_exps.weight,7771,44,42;15;43;32
2448,113715,blk.23.ffn_gate_exps.weight,7771,44,13;53;22;54
2449,113766,blk.0.ffn_gate_exps.weight,7777,44,40;45;15;12
2450,113814,blk.1.ffn_gate_exps.weight,7777,44,36;18;31;12
2451,113861,blk.2.ffn_gate_exps.weight,7777,44,9;37;2;3
2452,113907,blk.3.ffn_gate_exps.weight,7777,44,13;54;37;46
2453,113953,blk.4.ffn_gate_exps.weight,7777,44,14;20;15;5
2454,113999,blk.5.ffn_gate_exps.weight,7777,44,26;33;29;4
2455,114045,blk.6.ffn_gate_exps.weight,7777,44,50;33;53;22
2456,114091,blk.7.ffn_gate_exps.weight,7782,44,22;36;11;4
2457,114137,blk.8.ffn_gate_exps.weight,7782,44,45;52;25;24
2458,114183,blk.9.ffn_gate_exps.weight,7782,44,35;26;32;9
2459,114229,blk.10.ffn_gate_exps.weight,7782,44,3;44;40;37
2460,114275,blk.11.ffn_gate_exps.weight,7782,44,27;5;55;8
2461,114321,blk.12.ffn_gate_exps.weight,7782,44,28;18;24;3
2462,114367,blk.13.ffn_gate_exps.weight,7788,44,51;17;48;18
2463,114413,blk.14.ffn_gate_exps.weight,7788,44,54;23;3;40
2464,114460,blk.15.ffn_gate_exps.weight,7788,44,8;52;51;19
2465,114506,blk.16.ffn_gate_exps.weight,7788,44,24;37;51;32
2466,114552,blk.17.ffn_gate_exps.weight,7788,44,34;51;20;29
2467,114598,blk.18.ffn_gate_exps.weight,7794,44,16;59;36;28
2468,114644,blk.19.ffn_gate_exps.weight,7794,44,39;3;34;48
2469,114690,blk.20.ffn_gate_exps.weight,7794,44,16;33;9;46
2470,114736,blk.21.ffn_gate_exps.weight,7794,44,57;18;13;41
2471,114782,blk.22.ffn_gate_exps.weight,7794,44,44;50;30;43
2472,114830,blk.23.ffn_gate_exps.weight,7800,44,34;7;15;12
2473,114881,blk.0.ffn_gate_exps.weight,7800,44,41;55;40;22
2474,114929,blk.1.ffn_gate_exps.weight,7800,44,23;36;44;34
2475,114976,blk.2.ffn_gate_exps.weight,7800,44,14;6;22;53
2476,115022,blk.3.ffn_gate_exps.weight,7800,44,31;16;7;5
2477,115068,blk.4.ffn_gate_exps.weight,7806,44,49;5;19;52
2478,115114,blk.5.ffn_gate_exps.weight,7806,44,12;40;45;50
2479,115160,blk.6.ffn_gate_exps.weight,7806,44,8;28;34;59
2480,115206,blk.7.ffn_gate_exps.weight,7806,44,20;57;19;24
2481,115252,blk.8.ffn_gate_exps.weight,7806,44,23;52;18;16
2482,115298,blk.9.ffn_gate_exps.weight,7806,44,59;3;32;34
2483,115344,blk.10.ffn_gate_exps.weight,7811,44,21;40;32;56
2484,115390,blk.11.ffn_gate_exps.weight,7811,44,0;8;55;44
2485,115436,blk.12.ffn_gate_exps.weight,7811,44,35;24;1;47
2486,115482,blk.13.ffn_gate_exps.weight,7811,44,8;17;25;44
2487,115528,blk.14.ffn_gate_exps.weight,7811,44,34;27;47;58
2488,115575,blk.15.ffn_gate_exps.weight,7811,44,44;24;57;41
2489,115621,blk.16.ffn_gate_exps.weight,7811,44,34;9;35;49
2490,115667,blk.17.ffn_gate_exps.weight,7817,44,46;11;41;45
2491,115713,blk.18.ffn_gate_exps.weight,7817,44,43;45;47;2
2492,115759,blk.19.ffn_gate_exps.weight,7817,44,1;41;32;38
2493,115805,blk.20.ffn_gate_exps.weight,7817,44,54;37;24;44
2494,115851,blk.21.ffn_gate_exps.weight,7817,44,50;42;4;53
2495,115897,blk.22.ffn_gate_exps.weight,7817,44,21;59;32;36
2496,115945,blk.23.ffn_gate_exps.weight,7817,44,4;46;57;50
2497,115996,blk.0.ffn_gate_exps.weight,7823,44,34;10;32;51
2498,116044,blk.1.ffn_gate_exps.weight,7823,44,53;5;6;27
2499,116091,blk.2.ffn_gate_exps.weight,7823,44,22;9;32;2
2500,116137,blk.3.ffn_gate_exps.weight,7823,44,3;44;16;13
2501,116183,blk.4.ffn_gate_exps.weight,7823,44,46;5;12;43
2502,116229,blk.5.ffn_gate_exps.weight,7823,44,12;33;23;14
2503,116275,blk.6.ffn_gate_exps.weight,7829,44,9;28;49;33
2504,116321,blk.7.ffn_gate_exps.weight,7829,44,20;19;58;57
2505,116367,blk.8.ffn_gate_exps.weight,7829,44,23;58;18;50
2506,116413,blk.9.ffn_gate_exps.weight,7829,44,58;59;3;35
2507,116459,blk.10.ffn_gate_exps.weight,7829,44,23;19;40;11
2508,116505,blk.11.ffn_gate_exps.weight,7829,44,44;0;51;27
2509,116551,blk.12.ffn_gate_exps.weight,7829,44,18;35;17;53
2510,116597,blk.13.ffn_gate_exps.weight,7829,44,17;8;46;22
2511,116643,blk.14.ffn_gate_exps.weight,7835,44,34;53;11;47
2512,116690,blk.15.ffn_gate_exps.weight,7835,44,8;20;24;44
2513,116736,blk.16.ffn_gate_exps.weight,7835,44,8;2;49;1
2514,116782,blk.17.ffn_gate_exps.weight,7835,44,4;11;45;57
2515,116828,blk.18.ffn_gate_exps.weight,7835,44,10;47;43;27
2516,116874,blk.19.ffn_gate_exps.weight,7835,44,48;29;15;39
2517,116920,blk.20.ffn_gate_exps.weight,7835,44,46;13;19;47
2518,116966,blk.21.ffn_gate_exps.weight,7835,44,15;13;53;58
2519,117012,blk.22.ffn_gate_exps.weight,7840,44,15;42;43;32
2520,117060,blk.23.ffn_gate_exps.weight,7840,44,13;22;36;53
2521,117111,blk.0.ffn_gate_exps.weight,7840,44,54;40;20;51
2522,117159,blk.1.ffn_gate_exps.weight,7840,44,36;35;56;46
2523,117206,blk.2.ffn_gate_exps.weight,7840,44,58;24;16;27
2524,117252,blk.3.ffn_gate_exps.weight,7840,44,4;27;59;52
2525,117298,blk.4.ffn_gate_exps.weight,7840,44,42;30;26;14
2526,117344,blk.5.ffn_gate_exps.weight,7840,44,4;37;57;15
2527,117390,blk.6.ffn_gate_exps.weight,7846,44,18;6;44;56
2528,117436,blk.7.ffn_gate_exps.weight,7846,44,34;23;55;3
2529,117482,blk.8.ffn_gate_exps.weight,7846,44,45;59;33;2
2530,117528,blk.9.ffn_gate_exps.weight,7846,44,37;1;52;50
2531,117574,blk.10.ffn_gate_exps.weight,7846,44,33;2;11;55
2532,117620,blk.11.ffn_gate_exps.weight,7846,44,23;48;2;52
2533,117666,blk.12.ffn_gate_exps.weight,7846,44,50;57;44;41
2534,117712,blk.13.ffn_gate_exps.weight,7846,44,32;28;19;56
2535,117758,blk.14.ffn_gate_exps.weight,7846,44,30;20;54;48
2536,117805,blk.15.ffn_gate_exps.weight,7846,44,36;7;21;45
2537,117851,blk.16.ffn_gate_exps.weight,7846,44,11;21;51;47
2538,117897,blk.17.ffn_gate_exps.weight,7846,44,43;20;3;7
2539,117943,blk.18.ffn_gate_exps.weight,7846,44,52;36;20;9
2540,117989,blk.19.ffn_gate_exps.weight,7846,44,37;57;40;30
2541,118035,blk.20.ffn_gate_exps.weight,7852,44,35;39;42;29
2542,118081,blk.21.ffn_gate_exps.weight,7852,44,16;17;57;43
2543,118127,blk.22.ffn_gate_exps.weight,7852,44,41;55;6;50
2544,118175,blk.23.ffn_gate_exps.weight,7852,44,25;8;10;33
2545,118226,blk.0.ffn_gate_exps.weight,7858,44,45;27;56;57
2546,118274,blk.1.ffn_gate_exps.weight,7858,44,45;49;50;10
2547,118321,blk.2.ffn_gate_exps.weight,7858,44,0;39;20;53
2548,118367,blk.3.ffn_gate_exps.weight,7858,44,51;43;32;20
2549,118413,blk.4.ffn_gate_exps.weight,7858,44,56;59;44;29
2550,118459,blk.5.ffn_gate_exps.weight,7858,44,46;10;49;45
2551,118505,blk.6.ffn_gate_exps.weight,7858,44,13;40;23;54
2552,118551,blk.7.ffn_gate_exps.weight,7858,44,58;51;26;2
2553,118597,blk.8.ffn_gate_exps.weight,7864,44,44;22;49;42
2554,118643,blk.9.ffn_gate_exps.weight,7864,44,22;45;32;0
2555,118689,blk.10.ffn_gate_exps.weight,7864,44,16;53;20;28
2556,118735,blk.11.ffn_gate_exps.weight,7864,44,57;54;29;25
2557,118781,blk.12.ffn_gate_exps.weight,7864,44,20;49;39;22
2558,118827,blk.13.ffn_gate_exps.weight,7864,44,0;12;42;41
2559,118873,blk.14.ffn_gate_exps.weight,7864,44,50;14;3;43
2560,118920,blk.15.ffn_gate_exps.weight,7866,44,12;5;56;8
2561,118966,blk.16.ffn_gate_exps.weight,7866,44,19;42;8;35
2562,119012,blk.17.ffn_gate_exps.weight,7866,44,8;53;46;39
2563,119058,blk.18.ffn_gate_exps.weight,7866,44,45;50;34;10
2564,119104,blk.19.ffn_gate_exps.weight,7866,44,58;41;48;32
2565,119150,blk.20.ffn_gate_exps.weight,7866,44,37;13;19;39
2566,119196,blk.21.ffn_gate_exps.weight,7866,44,50;15;4;54
2567,119242,blk.22.ffn_gate_exps.weight,7866,44,55;42;13;25
2568,119290,blk.23.ffn_gate_exps.weight,7866,44,54;3;50;18
2569,119341,blk.0.ffn_gate_exps.weight,7866,44,31;59;39;27
2570,119389,blk.1.ffn_gate_exps.weight,7866,44,27;16;52;8
2571,119436,blk.2.ffn_gate_exps.weight,7866,44,45;51;36;9
2572,119482,blk.3.ffn_gate_exps.weight,7866,44,1;7;46;13
2573,119528,blk.4.ffn_gate_exps.weight,7866,44,10;31;28;19
2574,119574,blk.5.ffn_gate_exps.weight,7866,44,31;33;18;45
2575,119620,blk.6.ffn_gate_exps.weight,7866,44,55;36;2;24
2576,119666,blk.7.ffn_gate_exps.weight,7866,44,50;56;36;25
2577,119712,blk.8.ffn_gate_exps.weight,7866,44,7;26;44;4
2578,119758,blk.9.ffn_gate_exps.weight,7866,44,16;5;49;58
2579,119804,blk.10.ffn_gate_exps.weight,7866,44,44;40;16;13
2580,119850,blk.11.ffn_gate_exps.weight,7866,44,55;8;1;57
2581,119896,blk.12.ffn_gate_exps.weight,7866,44,24;18;49;1
2582,119942,blk.13.ffn_gate_exps.weight,7866,44,18;1;10;48
2583,119988,blk.14.ffn_gate_exps.weight,7866,44,43;12;11;35
2584,120035,blk.15.ffn_gate_exps.weight,7866,44,30;12;4;19
2585,120081,blk.16.ffn_gate_exps.weight,7866,44,39;3;15;48
2586,120127,blk.17.ffn_gate_exps.weight,7866,44,28;38;58;57
2587,120173,blk.18.ffn_gate_exps.weight,7866,44,57;31;33;28
2588,120219,blk.19.ffn_gate_exps.weight,7866,44,14;31;48;19
2589,120265,blk.20.ffn_gate_exps.weight,7866,44,40;14;30;36
2590,120311,blk.21.ffn_gate_exps.weight,7866,44,23;59;43;54
2591,120357,blk.22.ffn_gate_exps.weight,7866,44,57;55;7;33
2592,120405,blk.23.ffn_gate_exps.weight,7866,44,19;47;33;39
2593,120456,blk.0.ffn_gate_exps.weight,7866,44,2;32;41;23
2594,120504,blk.1.ffn_gate_exps.weight,7866,44,34;1;35;16
2595,120551,blk.2.ffn_gate_exps.weight,7866,44,18;41;37;20
2596,120597,blk.3.ffn_gate_exps.weight,7866,44,44;5;2;15
2597,120643,blk.4.ffn_gate_exps.weight,7866,44,13;40;10;48
2598,120689,blk.5.ffn_gate_exps.weight,7866,44,40;19;6;31
2599,120735,blk.6.ffn_gate_exps.weight,7866,44,57;34;36;37
2600,120781,blk.7.ffn_gate_exps.weight,7866,44,35;53;50;5
2601,120827,blk.8.ffn_gate_exps.weight,7866,44,50;39;26;40
2602,120873,blk.9.ffn_gate_exps.weight,7866,44,4;41;16;5
2603,120919,blk.10.ffn_gate_exps.weight,7866,44,59;4;45;9
2604,120965,blk.11.ffn_gate_exps.weight,7866,44,17;41;37;46
2605,121011,blk.12.ffn_gate_exps.weight,7866,44,47;24;59;18
2606,121057,blk.13.ffn_gate_exps.weight,7866,44,46;17;24;25
2607,121103,blk.14.ffn_gate_exps.weight,7866,44,28;49;11;17
2608,121150,blk.15.ffn_gate_exps.weight,7866,44,55;32;54;57
2609,121196,blk.16.ffn_gate_exps.weight,7866,44,9;34;17;48
2610,121242,blk.17.ffn_gate_exps.weight,7866,44,46;12;41;8
2611,121288,blk.18.ffn_gate_exps.weight,7866,44,45;30;34;2
2612,121334,blk.19.ffn_gate_exps.weight,7866,44,13;1;32;38
2613,121380,blk.20.ffn_gate_exps.weight,7866,44,37;24;44;54
2614,121426,blk.21.ffn_gate_exps.weight,7866,44,50;26;53;42
2615,121472,blk.22.ffn_gate_exps.weight,7866,44,21;4;32;25
2616,121520,blk.23.ffn_gate_exps.weight,7866,44,4;46;50;56
2617,121571,blk.0.ffn_gate_exps.weight,7866,44,7;54;19;32
2618,121619,blk.1.ffn_gate_exps.weight,7866,44,44;6;46;59
2619,121666,blk.2.ffn_gate_exps.weight,7866,44,32;6;20;1
2620,121712,blk.3.ffn_gate_exps.weight,7866,44,5;31;16;44
2621,121758,blk.4.ffn_gate_exps.weight,7866,44,43;46;13;41
2622,121804,blk.5.ffn_gate_exps.weight,7866,44,40;12;23;6
2623,121850,blk.6.ffn_gate_exps.weight,7866,44,34;28;7;37
2624,121896,blk.7.ffn_gate_exps.weight,7866,44,20;24;19;5
2625,121942,blk.8.ffn_gate_exps.weight,7865,44,18;50;52;0
2626,121988,blk.9.ffn_gate_exps.weight,7865,44,9;34;59;41
2627,122034,blk.10.ffn_gate_exps.weight,7865,44,23;4;18;57
2628,122080,blk.11.ffn_gate_exps.weight,7865,44,0;44;33;39
2629,122126,blk.12.ffn_gate_exps.weight,7865,44,47;17;35;53
2630,122172,blk.13.ffn_gate_exps.weight,7865,44,8;17;46;25
2631,122218,blk.14.ffn_gate_exps.weight,7865,44,34;35;53;47
2632,122265,blk.15.ffn_gate_exps.weight,7865,44,44;42;57;8
2633,122311,blk.16.ffn_gate_exps.weight,7865,44,34;35;9;59
2634,122357,blk.17.ffn_gate_exps.weight,7865,44,46;11;14;41
2635,122403,blk.18.ffn_gate_exps.weight,7865,44,43;45;47;58
2636,122449,blk.19.ffn_gate_exps.weight,7865,44,1;32;29;26
2637,122495,blk.20.ffn_gate_exps.weight,7865,44,54;37;47;24
2638,122541,blk.21.ffn_gate_exps.weight,7865,44,50;53;42;4
2639,122587,blk.22.ffn_gate_exps.weight,7865,44,21;59;32;36
2640,122635,blk.23.ffn_gate_exps.weight,7865,44,4;46;55;50
2641,122686,blk.0.ffn_gate_exps.weight,7865,44,47;20;42;15
2642,122734,blk.1.ffn_gate_exps.weight,7865,44,52;46;35;9
2643,122781,blk.2.ffn_gate_exps.weight,7865,44,45;46;8;9
2644,122827,blk.3.ffn_gate_exps.weight,7865,44,55;54;59;7
2645,122873,blk.4.ffn_gate_exps.weight,7865,44,14;34;42;23
2646,122919,blk.5.ffn_gate_exps.weight,7865,44,17;43;21;15
2647,122965,blk.6.ffn_gate_exps.weight,7865,44,56;44;8;6
2648,123011,blk.7.ffn_gate_exps.weight,7865,44,23;40;3;16
2649,123057,blk.8.ffn_gate_exps.weight,7865,44,13;2;48;59
2650,123103,blk.9.ffn_gate_exps.weight,7865,44,38;55;37;1
2651,123149,blk.10.ffn_gate_exps.weight,7865,44,33;24;5;45
2652,123195,blk.11.ffn_gate_exps.weight,7865,44,23;5;6;51
2653,123241,blk.12.ffn_gate_exps.weight,7865,44,50;28;8;1
2654,123287,blk.13.ffn_gate_exps.weight,7865,44,56;20;19;57
2655,123333,blk.14.ffn_gate_exps.weight,7865,44,31;22;16;40
2656,123380,blk.15.ffn_gate_exps.weight,7865,44,0;52;26;51
2657,123426,blk.16.ffn_gate_exps.weight,7865,44,24;44;12;18
2658,123472,blk.17.ffn_gate_exps.weight,7865,44,10;30;27;26
2659,123518,blk.18.ffn_gate_exps.weight,7865,44,59;44;14;21
2660,123564,blk.19.ffn_gate_exps.weight,7865,44,10;25;50;37
2661,123610,blk.20.ffn_gate_exps.weight,7865,44,33;42;14;29
2662,123656,blk.21.ffn_gate_exps.weight,7865,44,16;32;57;43
2663,123702,blk.22.ffn_gate_exps.weight,7865,44,44;12;25;58
2664,123750,blk.23.ffn_gate_exps.weight,7865,44,15;11;34;36
2665,123801,blk.0.ffn_gate_exps.weight,7865,44,25;56;3;19
2666,123849,blk.1.ffn_gate_exps.weight,7865,44,44;46;5;14
2667,123896,blk.2.ffn_gate_exps.weight,7865,44,59;18;41;16
2668,123942,blk.3.ffn_gate_exps.weight,7865,44,0;12;32;37
2669,123988,blk.4.ffn_gate_exps.weight,7865,44,11;13;18;8
2670,124034,blk.5.ffn_gate_exps.weight,7865,44,19;57;55;24
2671,124080,blk.6.ffn_gate_exps.weight,7865,44,49;57;27;5
2672,124126,blk.7.ffn_gate_exps.weight,7865,44,8;35;41;53
2673,124172,blk.8.ffn_gate_exps.weight,7865,44,39;11;8;6
2674,124218,blk.9.ffn_gate_exps.weight,7865,44,27;4;21;32
2675,124264,blk.10.ffn_gate_exps.weight,7865,44,59;9;24;47
2676,124310,blk.11.ffn_gate_exps.weight,7865,44,28;17;11;51
2677,124356,blk.12.ffn_gate_exps.weight,7865,44,58;47;50;40
2678,124402,blk.13.ffn_gate_exps.weight,7865,44,58;55;52;34
2679,124448,blk.14.ffn_gate_exps.weight,7865,44,16;9;10;27
2680,124495,blk.15.ffn_gate_exps.weight,7865,44,17;6;50;41
2681,124541,blk.16.ffn_gate_exps.weight,7865,44,7;53;30;50
2682,124587,blk.17.ffn_gate_exps.weight,7865,44,23;25;19;14
2683,124633,blk.18.ffn_gate_exps.weight,7865,44,32;38;14;44
2684,124679,blk.19.ffn_gate_exps.weight,7865,44,25;27;28;49
2685,124725,blk.20.ffn_gate_exps.weight,7865,44,31;47;41;18
2686,124771,blk.21.ffn_gate_exps.weight,7865,44,19;9;47;52
2687,124817,blk.22.ffn_gate_exps.weight,7865,44,12;28;58;39
2688,124865,blk.23.ffn_gate_exps.weight,7865,44,36;44;22;2
2689,124916,blk.0.ffn_gate_exps.weight,7865,44,58;11;40;56
2690,124964,blk.1.ffn_gate_exps.weight,7865,44,33;28;46;5
2691,125011,blk.2.ffn_gate_exps.weight,7865,44,17;36;25;13
2692,125057,blk.3.ffn_gate_exps.weight,7865,44,52;42;27;47
2693,125103,blk.4.ffn_gate_exps.weight,7865,44,16;21;58;2
2694,125149,blk.5.ffn_gate_exps.weight,7865,44,5;4;55;56
2695,125195,blk.6.ffn_gate_exps.weight,7865,44,44;6;52;58
2696,125241,blk.7.ffn_gate_exps.weight,7865,44,44;0;45;3
2697,125287,blk.8.ffn_gate_exps.weight,7865,44,19;2;51;41
2698,125333,blk.9.ffn_gate_exps.weight,7865,44,51;37;30;1
2699,125379,blk.10.ffn_gate_exps.weight,7865,44,15;36;54;1
2700,125425,blk.11.ffn_gate_exps.weight,7865,44,38;12;31;24
2701,125471,blk.12.ffn_gate_exps.weight,7865,44,43;46;0;51
2702,125517,blk.13.ffn_gate_exps.weight,7865,44,2;53;26;7
2703,125563,blk.14.ffn_gate_exps.weight,7865,44,44;1;18;39
2704,125610,blk.15.ffn_gate_exps.weight,7865,44,16;46;18;55
2705,125656,blk.16.ffn_gate_exps.weight,7865,44,11;16;43;31
2706,125702,blk.17.ffn_gate_exps.weight,7865,44,37;56;52;2
2707,125748,blk.18.ffn_gate_exps.weight,7865,44,39;49;44;1
2708,125794,blk.19.ffn_gate_exps.weight,7865,44,2;4;23;7
2709,125840,blk.20.ffn_gate_exps.weight,7865,44,35;10;47;18
2710,125886,blk.21.ffn_gate_exps.weight,7865,44,9;55;5;31
2711,125932,blk.22.ffn_gate_exps.weight,7865,44,34;12;28;58
2712,125980,blk.23.ffn_gate_exps.weight,7865,44,17;30;1;36
2713,126031,blk.0.ffn_gate_exps.weight,7865,44,17;48;57;2
2714,126079,blk.1.ffn_gate_exps.weight,7865,44,58;12;7;5
2715,126126,blk.2.ffn_gate_exps.weight,7865,44,32;36;41;17
2716,126172,blk.3.ffn_gate_exps.weight,7865,44,23;28;56;27
2717,126218,blk.4.ffn_gate_exps.weight,7865,44,46;42;2;57
2718,126264,blk.5.ffn_gate_exps.weight,7865,44,5;55;53;24
2719,126310,blk.6.ffn_gate_exps.weight,7865,44,6;19;44;53
2720,126356,blk.7.ffn_gate_exps.weight,7865,44,44;17;14;3
2721,126402,blk.8.ffn_gate_exps.weight,7865,44,19;29;31;28
2722,126448,blk.9.ffn_gate_exps.weight,7865,44,37;51;47;28
2723,126494,blk.10.ffn_gate_exps.weight,7865,44,54;1;15;39
2724,126540,blk.11.ffn_gate_exps.weight,7865,44,38;45;23;31
2725,126586,blk.12.ffn_gate_exps.weight,7865,44,41;6;57;50
2726,126632,blk.13.ffn_gate_exps.weight,7865,44,23;51;54;37
2727,126678,blk.14.ffn_gate_exps.weight,7865,44,59;13;57;1
2728,126725,blk.15.ffn_gate_exps.weight,7865,44,1;39;21;46
2729,126771,blk.16.ffn_gate_exps.weight,7865,44,37;31;59;52
2730,126817,blk.17.ffn_gate_exps.weight,7865,44,37;42;20;51
2731,126863,blk.18.ffn_gate_exps.weight,7865,44,59;36;44;29
2732,126909,blk.19.ffn_gate_exps.weight,7865,44,23;40;3;10
2733,126955,blk.20.ffn_gate_exps.weight,7865,44,33;42;14;49
2734,127001,blk.21.ffn_gate_exps.weight,7865,44,57;16;43;44
2735,127047,blk.22.ffn_gate_exps.weight,7865,44,44;49;15;46
2736,127095,blk.23.ffn_gate_exps.weight,7865,44,27;34;15;25
2737,127146,blk.0.ffn_gate_exps.weight,7865,44,43;17;44;48
2738,127194,blk.1.ffn_gate_exps.weight,7865,44,23;38;37;46
2739,127241,blk.2.ffn_gate_exps.weight,7865,44,14;22;21;20
2740,127287,blk.3.ffn_gate_exps.weight,7865,44,31;16;5;15
